- MONTERREY TUVO OTRO AÑO PERDIDO EN EL COMBATE A LA CONTAMINACIÓN - Me sumo a la iniciativa #respiramonterrey par… https://t.co/mR28K81VIW
"#Internacional En la ciudad de Xi’an, en la provincia de Shaanxi, #China, se ha construido un purificador de aire q… https://t.co/WJcKUNHX8B"
"#Internacional Polonia es condenada por Tribunal de la Unión Europea, debido a los altos niveles de contaminación a… https://t.co/PRTnh8WjCk"
#Internacional UE pide a nueve países medidas urgentes contra contaminación del aire https://t.co/HlysZpzTG1
#Internacionales #NotasCientificas #NoticiasCiencia #Ciencia #Neurologia #Pediatria #Psiquiatria #Psicologia La… https://t.co/vfT7ZO6tvv
#Internacionales | Medellín decreta alerta roja por contaminación del aire https://t.co/jV8IY5Mh3k https://t.co/lzNTUNboXC
#Internacionales | Medellín decreta alerta roja por contaminación del aire https://t.co/jV8IY63SrU https://t.co/lzNTUMTO64
#Internacionales China quiere acabar con la contaminación con un purificador de aire de 100 metros #MedioAmbiente… https://t.co/RHVJFOyY6O
#IZZI #Telmex #totalplay #ciudaddemexico como permite la delegación o municipio que estos cableros continúen dejan… https://t.co/HiNlp0HuxJ
#jalisco Piden monitorear contaminación del aire en Ocotlán https://t.co/qU95dNIGvC
#JavierQuédateEnTuCorral mejor has bien tu trabajo y pide en tiempo y forma el presupuesto para que funcione el Est… https://t.co/7H5oWfDy6I
#JóvenesEmprendiendo mencionen en un tweet la solución que se les ocurra para combatir la contaminación que ocasion… https://t.co/2zg5UzDbwx
"#LaPuraNeta Exige @greenpeacemx a @COFEPRIS mejor calidad de aire, tan sólo en 2012, la contaminación del aire caus… https://t.co/iKPVwjmINO"
"#LaPuraNeta Exige @greenpeacemx a @COFEPRIS mejor calidad de aire, tan sólo en 2012, la contaminación del aire caus… https://t.co/uhO5obPIFj"
"#lifeminox por último M. Rodenas de proyecto LIFE PhotoCityTex, @LIFEprogramme sensibles a problemas de contaminaci… https://t.co/nbSLBmfSBL"
#Liquen: asociación entre hongo y alga donde el 1ero da soporte y mantiene la humedad mientras la 2da alimenta.… https://t.co/hMiK1EkAkM
#LoMasVisto Pide PRD en San Lázaro gratuidad del transporte público para frenar contaminación #CDMX https://t.co/0fW9M438Cn
#madrid #contaminacion #ecologia #medioambiente https://t.co/QKcdcNDonx #motor #feedly
"#Madrid : Nuevo año, Vieja #AltaContaminación.. https://t.co/wy35dqKX77 #MadridNOSmata #Portada #FelizMiercoles… https://t.co/PmW7zJImG4"
#Madrid y #Barcelona exigen al Estado que asuma sus responsabilidades y apoye lo que ponen en marcha las ciudades c… https://t.co/5dUHGvMWgY
#Málaga #VivaMálaga Málaga “presume” de los más bajos niveles de contaminación - El diagnóstico realizado por el Ay… https://t.co/2AU8q8BBao
"#Maldito goierno de la delegación AO, nos ha llenado de muchos edificios, generando contaminación, pésima movilidad… https://t.co/DMyoJ41IPn"
#MarzoComienzaY Ecatepec amanece con mucha contaminación. https://t.co/bwyJg7wGip
#MarzoComienzaY la contaminación no se va. #SantaFe #CDMX https://t.co/ytP5t3KvcQ
"#MásFrío, #Lluvia y #Contaminación para la #CDMX y todo el país https://t.co/fFzRitrsd8 https://t.co/kjkuy3VcMt"
"#MasNoticias Pekín emite su primera alerta de contaminación del invierno - Pekín, 12 ene (EFE).- Las autoridades de… https://t.co/JgdAi9UBTE"
"#Medellin enferma. Que tristeza que la ciudad de la eterna primavera, esa ciudad orgullo de Colombia tenga una cont… https://t.co/SeW7lShLP1"
#Medellín Rescato mi columna de la semana pasada sobre la contaminación del Área Metropolitana. https://t.co/pzQ2A1vFZh
"#Medellín se encuentra en alerta naranja por la contaminación del ambiente y la calidad del aire, que disminuya est… https://t.co/c28jJlUs5h"
#Medicos - ¿#SabíanQue la contaminación de partículas tiene efectos cardiovasculares y respiratorios? Ayuden a su… https://t.co/mKGvWb1f7t
#MedioAmbiente ¿Dónde vives? Así está la contaminación del aire que tú respiras https://t.co/2LT23Q8aDa
#MedioAmbiente Autoridades sin conocimientos sobre contaminación en el aire de Ocotlán https://t.co/hJCUJ30HPx
#MedioAmbiente Autoridades sin conocimientos sobre contaminación en el aire de Ocotlán https://t.co/LwW0tImVRe
"#MedioAmbiente En 2012, la contaminación del aire causó más de 6 millones de muertes prematuras en el mundo.… https://t.co/JZPbZnBmkm"
#Medioambiente: Científicos descubren un inesperado efecto positivo de la polución https://t.co/VNVQ1Ni1WF… https://t.co/05mf19vgJB
#Medioambiente: Un estudio de la Universidad de Duke asegura que si los gobiernos toman medidas a tiempo se reducir… https://t.co/tRIBfsxmFe
"#MetroBus L7, otra razón para sacar a patada al @PRD_CDMX Más caro, menos eficiente y más contaminante. ¡Ah, pero… https://t.co/bfGDiu5mCu"
#Mexicali quiere mejorar la calidad del aire con #energías #renovables. https://t.co/NKqIy2Rpgr
#México #Coatzacoalcos #Veracruz Que asco de playa!!! Qué pena la contaminación y la falta de cuidado del ambiente. https://t.co/0G9xV7wvD6
#México #Noticias Contaminación puede causar infertilidad en hombres https://t.co/cSDqjnUPsv
#México > La industria mexicana se esfuerza por reducir la contaminación del agua https://t.co/xcqwalizVZ
#México > La industria mexicana se esfuerza por reducir la contaminación del agua https://t.co/ZS3xJuVWcs
#México Comienza “cacería” de autos muy contaminantes https://t.co/vR6SVt6p7c #Contaminación https://t.co/fLkN84beVR
#México debe desarrollar instrumentos de #PolíticaAmbiental equiparables a los existentes en otros países. Lee:… https://t.co/PlTQ37X9mK
#México enfrenta el reto de controlar y reducir las #EmisionesContaminantes de los vehículos automotores. Lee:… https://t.co/FKmQwBlqD8
#México es el segundo país latinoamericano con mayor número de muertes por #contaminación del aire. ¿Cómo podrían l… https://t.co/taHdL0hnQs
#México es sede de la Cumbre Mundial del Océano 2018 cuyo objetivo es promover acciones para el desarrollo de una p… https://t.co/AoLfFcW6Qb
#Mexico no aprovecha ni cuida sus recursos naturales. #LeyPichardo permite la contaminación del agua.… https://t.co/MfAtvruJfE
"#Mexico será la sede de la Cumbre Mundial del #oceano 2018 cuyo objetivo es promover pesca sustentable, disminuir l… https://t.co/rw1kyUGmMW"
#México será la sede de la Cumbre Mundial del Océano 2018 cuyo objetivo es promover acciones para el desarrollo de… https://t.co/917XGJNhgP
#México será la sede de la Cumbre Mundial del Océano 2018 cuyo objetivo es promover acciones para el desarrollo de… https://t.co/EHM4uoE9xh
#México será la sede de la Cumbre Mundial del Océano 2018 cuyo objetivo es promover acciones para el desarrollo de… https://t.co/k6BdGdg7BB
#México será la sede de la Cumbre Mundial del Océano 2018 cuyo objetivo es promover acciones para el desarrollo de… https://t.co/laDCxpbXBT
#México será la sede de la Cumbre Mundial del Océano 2018 cuyo objetivo es promover acciones para el desarrollo de… https://t.co/LphoDLt22K
"#México será la sede de la Cumbre Mundial del Océano 2018, se realizará del 7 al 9 de marzo en #QuintanaRoo y tiene… https://t.co/HcfMrEVXxj"
"#México será la sede de la Cumbre Mundial del Océano 2018, se realizará del 7 al 9 de marzo en #QuintanaRoo y tiene… https://t.co/tUCHehwq8l"
"#México, es sede de la Cumbre Mundial del Océano 2018. Su objetivo es promover la pesca sustentable, disminuir la c… https://t.co/s7cnfU54vY"
#Mexico. Buscarán frenar con la contaminación acústica en el Centro Histórico https://t.co/YOg72RBJMl
#México| Contaminación amenaza sitio arqueológico submarino en México https://t.co/yoLoTkYtKC https://t.co/2PXtHfeclF
"#Miel, #Abejas y cultivos #transgénicos en México: evidencias de contaminación y principios de precaución https://t.co/N7suKOJw5e"
#Mongolia: #UlánBator prohíbe el carbón para reducir la #contaminación del aire https://t.co/20zHcSYMxV https://t.co/QLfPGMZlsI
#Mongolia: aumenta el número de casos de enfermedades infantiles en #UlanBator debido a la #contaminación del aire… https://t.co/vsmyQzug8a
"#Morena comprometida con el cuidado al medio ambiente, evitará la contaminación del suelo, agua, aire, protegerá fl… https://t.co/TloRiGUrnm"
#Mundo Ecologistas demandan a EU por permitir contaminación de Golfo de México La noticia completa en:… https://t.co/CVzKVg3ZYK
#Nacional #Méxcio #AguaNegras #Contaminación #TratadodeAguas #MedioAmbiente #Ecología Menos del 30% de agua consum… https://t.co/1BQ9wxkT2A
#Nacional Gran contaminación de aire en la CDMX https://t.co/kYMDcqyCu8 https://t.co/uK3uwFZGje
"#Nacional Los regios se unen contra la contaminación. La Organización Mundial de la Salud, Monterrey es la ciudad… https://t.co/ZEMmA34K5K"
"#NAM502 Edificio con losas decorativas de dióxido de titanio (TiO2) @Ivan_Garrix , diseñadas para absorber la conta… https://t.co/1CDZfPVeLK"
#Negocios China planea endurecer reglas contra contaminación ambiental - Forbes México. China planea endurecer regl… https://t.co/0oW335UDUb
#Negocios Multan a negocios por contaminación auditiva y del aire https://t.co/XqNTcQ48zv
#NOalaampliacion!! https://t.co/hU9A7jUv9x #justicia #estadodederecho #carbon #contaminacion #soberania @un… https://t.co/YjVOqB1Q4O
#NoEsNormal la contaminación que ensucia el cielo de #Monterrey y daña nuestros pulmones. Combatir el… https://t.co/q1Zehla2hf
#noincineradorabiomasa #salvemoselBierzo #BierzoAireLimpio #Noincinercionresiduos #forestalia #cosmos #Bierzo https://t.co/jgMrRRkMxP
#noincineradorabiomasa #salvemoselBierzo #BierzoAireLimpio #Noincinercionresiduos #forestalia #cosmos #Bierzo https://t.co/zOasiaDdAu
#NoLoVerásEnLaSexta La contaminación del aire en el centro de Madrid se redujo un 26% gracias a Carmena https://t.co/BEpVDxbWtz
"#NotaVerde La contaminación del aire es más fuerte y comienza a cobrar vidas, descubre los efectos del esmog y sus… https://t.co/fD67iDxH3B"
#Noticia Hoy No Circula redujo contaminación en el Valle de México: CAMe https://t.co/nUKjUKAaeE https://t.co/QYHiY0QOQy
#Noticia: La CDMX instala sensores para multar a los vehículos contaminantes https://t.co/zi0IUzgK4d
"#Noticias #HNC: Fallida, la política ambiental en CDMX: Mikel Arriola https://t.co/0AUvA7BqW9"
#Noticias #HNC: La CDMX instala sensores para multar a los vehículos contaminantes https://t.co/oeyQaZaI0V
#Noticias #HNC: Programa Hoy No Circula ha disminuido contaminación en el Valle de México: CAMe https://t.co/8oYIlCPHCO
#Noticias #Naucalpan: La industria mexicana se esfuerza por reducir la contaminación del agua https://t.co/1hwJN6heDG
#NoticiasExpress La contaminación del #aire es el mayor desafío ambiental en nuestra región y el mundo. Si quieres… https://t.co/c4mD6NvNOx
#ObjetivosMundiales Por un medio ambiente sano Limpiar el aire Respira la vida sin contaminacion
